"texto"	"id"	"nombre"	"fecha"	"respuestaA"	"respuestaAid"	"favorito"	"n_favorito"	"retweeteado"	"n_retweet"	"es_retweet"	"fuente"	"longitud"	"latitud"
"Mañana vuelve a crecer la familia #MasterChef con repesca y reencuentro emotivo!!! No crees que será un gran programa? #saboooor #gemeasteam"	"735227150966624256"	"RaquelMChef4"	2016-05-24 21:53:07	NA	NA	FALSE	1	FALSE	1	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @DavidMChef4: Para ir abriendo boca... Así empezamos mañana #MasterChef !! Y vosotros, os lo vais a perder? <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/O9gZF9OpyC"	"735227104934166528"	"SariiLalala"	2016-05-24 21:52:56	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"#greenpeaceTV3 que facil seria agafar el comandament i posar #masterchef o #Supervivientes2016"	"735227038471213056"	"poleteee"	2016-05-24 21:52:40	NA	NA	FALSE	3	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @catepol: Non di solo pane vive l'uomo (e la bellezza dietro dove la mettiamo?) #matera #masterchef https://t.co/zQGhx1UdrK"	"735226314974756864"	"LucaBraia"	2016-05-24 21:49:47	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"Lana Klingor i drama u Masterchefu. Kao da sama golim rukama oslobada Vukovar. Radiš biskvit, preživjet ceš #masterchef"	"735225655323987968"	"tnovak66"	2016-05-24 21:47:10	NA	NA	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"El 25 de Mayo festejamos el aniversario del #ClubSporting. Locro patrio cocinado por Francisco de #MasterChef https://t.co/FBI3xryoKG"	"735225474872381440"	"FutbolEscalada"	2016-05-24 21:46:27	"FutbolEscalada"	"735199822626455552"	FALSE	0	FALSE	1	FALSE	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>"	NA	NA
"RT @MariaQMCJ3: Buenas noches, después de estudiar muxoooo.....mañana os cuento muchas cosas #masterchef #marilovers #fashionkids https://t…"	"735225443729707008"	"PepeQuerol1"	2016-05-24 21:46:20	NA	NA	FALSE	0	FALSE	3	TRUE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"RT @catepol: Non di solo pane vive l'uomo (e la bellezza dietro dove la mettiamo?) #matera #masterchef https://t.co/zQGhx1UdrK"	"735225013117292544"	"TraveltoMatera"	2016-05-24 21:44:37	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"ansioso pro #Masterchef começar 

#TeamPedro"	"735224453689446400"	"RoyalsMilton"	2016-05-24 21:42:24	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735223928524800000"	"Belenharta"	2016-05-24 21:40:19	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735223613524213760"	"alaniora"	2016-05-24 21:39:03	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @MariaQMCJ3: Buenas noches, después de estudiar muxoooo.....mañana os cuento muchas cosas #masterchef #marilovers #fashionkids https://t…"	"735223480908677121"	"IvanGarciaCale1"	2016-05-24 21:38:32	NA	NA	FALSE	0	FALSE	3	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @Nhionman: Podian irse a Jerez y llevarse con ellas a las hermanas de #MasterChef #PekinExpress8"	"735223008445468673"	"Caro_LinaMorgan"	2016-05-24 21:36:39	NA	NA	FALSE	0	FALSE	2	TRUE	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>"	NA	NA
"@concrete_kid Ha, took me ages that. Brown sauce was the pièce de résistance. Poached an egg in cling film too <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>#MasterChef"	"735222800324165632"	"Gempig"	2016-05-24 21:35:50	"concrete_kid"	"735220507948224517"	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @MariaQMCJ3: Buenas noches, después de estudiar muxoooo.....mañana os cuento muchas cosas #masterchef #marilovers #fashionkids https://t…"	"735222311700271104"	"161616insta"	2016-05-24 21:33:53	NA	NA	FALSE	0	FALSE	3	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"Buenas noches, después de estudiar muxoooo.....mañana os cuento muchas cosas #masterchef #marilovers #fashionkids https://t.co/GiNYk38qtt"	"735222160076214274"	"MariaQMCJ3"	2016-05-24 21:33:17	NA	NA	FALSE	12	FALSE	3	FALSE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"RT @DavidMChef4: Para ir abriendo boca... Así empezamos mañana #MasterChef !! Y vosotros, os lo vais a perder? <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/O9gZF9OpyC"	"735221625528930304"	"davidmchef4cf"	2016-05-24 21:31:09	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @RatingColombia: Lun 23 Mayo:
1 #LaNiña 10.7
2 #AOtroNivel 9.9
3 #BloqueDeBúsqueda 8.7
4 #Azúcar 7.8
5 #ContraElTiempo 6.7
6 #MasterChef…"	"735221549666537472"	"carocruzosorio"	2016-05-24 21:30:51	NA	NA	FALSE	0	FALSE	15	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @Nhionman: Podian irse a Jerez y llevarse con ellas a las hermanas de #MasterChef #PekinExpress8"	"735221380858404868"	"taaati16"	2016-05-24 21:30:11	NA	NA	FALSE	0	FALSE	2	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"#börek #yaptimben #vol2 #elimesaglik #usta #masterchef #keepcalm #and #eat #banica https://t.co/4VKoihKqq4"	"735220476247724035"	"VictorPerezLeon"	2016-05-24 21:26:35	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	NA	NA
"Podian irse a Jerez y llevarse con ellas a las hermanas de #MasterChef #PekinExpress8"	"735219579341922304"	"Nhionman"	2016-05-24 21:23:02	NA	NA	FALSE	2	FALSE	2	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @catepol: Non di solo pane vive l'uomo (e la bellezza dietro dove la mettiamo?) #matera #masterchef https://t.co/zQGhx1UdrK"	"735219200428548096"	"ClaFin"	2016-05-24 21:21:31	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"Mi mamá me dijo que mañana podía jugar al #MasterChef en mi cocina jaja

Como que cocino? <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>"	"735219048342945792"	"herr_heriberto"	2016-05-24 21:20:55	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"Non guardare #masterchef è un format della massoneria #dovèmario?"	"735217642408148992"	"ademartinis"	2016-05-24 21:15:20	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	NA	NA
"RT @catepol: Non di solo pane vive l'uomo (e la bellezza dietro dove la mettiamo?) #matera #masterchef https://t.co/zQGhx1UdrK"	"735215931375427585"	"lafrarap"	2016-05-24 21:08:32	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @VirginiaMChef4: ¡Qué emoción ese mensaje de Raúl! @RaquelMChef4 #gemelasteam #MasterChef ¿Qué mensaje tendrá Virginia? https://t.co/aW9…"	"735215830791815168"	"samuelmartel99"	2016-05-24 21:08:08	NA	NA	FALSE	0	FALSE	3	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"Non di solo pane vive l'uomo (e la bellezza dietro dove la mettiamo?) #matera #masterchef https://t.co/zQGhx1UdrK"	"735215547340705792"	"catepol"	2016-05-24 21:07:00	NA	NA	FALSE	4	FALSE	4	FALSE	"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	NA	NA
"RT @Fuuk0: Ya está Jordi tirándole los trastos a Natalia #MasterChef https://t.co/uzshVn1YhL"	"735215178996940800"	"lostinzmsmile"	2016-05-24 21:05:32	NA	NA	FALSE	0	FALSE	8	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @DavidMChef4: Para ir abriendo boca... Así empezamos mañana #MasterChef !! Y vosotros, os lo vais a perder? <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/O9gZF9OpyC"	"735214943583277056"	"DoRaXplotadora"	2016-05-24 21:04:36	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @cirana1804: Sí, Natalia, aunque a ti y a Jordi os parezca increíble hay alguien en este reino mejor que tú y se llama Reichel.
 #Master…"	"735214928957743104"	"lostinzmsmile"	2016-05-24 21:04:33	NA	NA	FALSE	0	FALSE	6	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @catepol: La Basilicata dei panificatori #matera #masterchef https://t.co/AlSvPgAAlO"	"735214686170447873"	"TraveltoMatera"	2016-05-24 21:03:35	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @SalvaMChef4: Mañana a tope con la repesca <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> .@MasterChef_es @SalvaMChef4 #MasterChef #salvarepesca #lamanada https://t.co/9iRV0Z22…"	"735214209923985408"	"DoRaXplotadora"	2016-05-24 21:01:41	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @VirginiaMChef4: ¡Qué emoción ese mensaje de Raúl! @RaquelMChef4 #gemelasteam #MasterChef ¿Qué mensaje tendrá Virginia? https://t.co/aW9…"	"735213587103395840"	"AGUEDAPOYATO"	2016-05-24 20:59:13	NA	NA	FALSE	0	FALSE	3	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735213062584717312"	"PieriniLorena"	2016-05-24 20:57:08	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"Mientras esperamos la #RenovaciónMdT comentamos #MasterChef, #VisAVis y lo que se tercie --&gt; https://t.co/OobUGBMpUI https://t.co/ybLtcv5zFx"	"735213012987088897"	"losinsensatos"	2016-05-24 20:56:56	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735212811454926849"	"monzo_mr"	2016-05-24 20:56:08	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @sidpatankar: Pretended to be a #MasterChef at George Calombaris' #Gazi! Thx to  Chef Guillame! SVP #Melbourne #GLAadventure 1/2 https:/…"	"735212401419780096"	"shashi_70"	2016-05-24 20:54:30	NA	NA	FALSE	0	FALSE	7	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"#MasterChef Las mejores cocineras son @Alana_MCJr , @Melanie_MCJr , @Camila_MCJr  TODAS USTEDES SON LAS MEJORES COCINERAS DEL UNIVERSO..."	"735211749465460736"	"Andrea64863692"	2016-05-24 20:51:55	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @RocioMChef4: Mañana repesca en @MasterChef_es. Qué miran los compañer@s?<ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>#MasterChef #Rociera800 https://t.co/jUJlGGnAfP"	"735211587854700544"	"Rick_Tripp"	2016-05-24 20:51:16	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"#masterchef is so addictive"	"735211192029974529"	"DoneisDone"	2016-05-24 20:49:42	NA	NA	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @luismdina: Entre las Maris de #PekínExpress8 y las gemelas de #MasterChef dan ganas de mudarse a otro país."	"735210788789587972"	"lareynadogma"	2016-05-24 20:48:06	NA	NA	FALSE	0	FALSE	1	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"Entre las Maris de #PekínExpress8 y las gemelas de #MasterChef dan ganas de mudarse a otro país."	"735210493636448257"	"luismdina"	2016-05-24 20:46:55	NA	NA	FALSE	6	FALSE	1	FALSE	"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>"	NA	NA
"U principu ko vas ""smirgla"" ionak  mi se ne tipka <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>  idem radit....jos nez.kaj ali mislim da ""kasnu veceru"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00B6> 
#MasterChef"	"735210247187533824"	"daliborkrep"	2016-05-24 20:45:57	NA	NA	FALSE	3	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"Smells good tastes even better <ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BC><ed><U+00BD><U+00B4> #masterchef <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> https://t.co/UmqPQDOF67"	"735210137762312192"	"m_domitrov"	2016-05-24 20:45:31	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	NA	NA
"RT @bella_whistles: @HHDMagazine thank you for featuring @Gordonstottchef @sunbasingstoke @Ark_Charity #masterchef @bcot @adam_harty"	"735209804524834816"	"Gordonstottchef"	2016-05-24 20:44:11	NA	NA	FALSE	0	FALSE	2	TRUE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
"RT @MasterChef_es: Mañana en #MasterChef los aspirantes se reencuentran con sus parejas, ¿quieres ver el comienzo en exclusiva? Haz RT http…"	"735209462722625541"	"aleida_lm"	2016-05-24 20:42:50	NA	NA	FALSE	0	FALSE	167	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"#masterchef #matera #casasolento #tourguidematera #materaprivatetour @ Matera, Italy https://t.co/E795jCIQfQ"	"735209137974345729"	"casasolento"	2016-05-24 20:41:32	NA	NA	FALSE	0	FALSE	0	FALSE	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	NA	NA
"Thanks - got one - use it all the time

(totally loved you on #masterchef) https://t.co/RWzWDHU4ie"	"735208963822780417"	"MrWNeedham"	2016-05-24 20:40:51	NA	NA	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	NA	NA
". @_laqueseavecina iros a la mierda T5,  siempre pasando los programas a los miércoles. No dejaremos de ver #masterchef"	"735208830573936640"	"Mastadans"	2016-05-24 20:40:19	"_laqueseavecina"	"735200024292921344"	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @JoseLuisMChef4: Y esta chica que está con @joseluismchef4 nos deja con dudas de quien será... #TodosConJoseLuis #masterchef <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BD><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https:…"	"735208373428322308"	"IvanGarciaCale1"	2016-05-24 20:38:30	NA	NA	FALSE	0	FALSE	2	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"@SalvaMChef4 @MasterChef_es #VamosSalva #lamanada #MasterChef"	"735208343082504192"	"IvanGarciaCale1"	2016-05-24 20:38:23	"SalvaMChef4"	"735196184978051072"	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @SalvaMChef4: Mañana a tope con la repesca <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> .@MasterChef_es @SalvaMChef4 #MasterChef #salvarepesca #lamanada https://t.co/9iRV0Z22…"	"735208215974121472"	"IvanGarciaCale1"	2016-05-24 20:37:52	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"@RocioMChef4 @MasterChef_es Me imagino que estarán mirando a la receta que les tocará cocinar o al jurado ;) #MasterChef"	"735208178992959488"	"IvanGarciaCale1"	2016-05-24 20:37:44	"RocioMChef4"	"735196536745791488"	FALSE	0	FALSE	0	FALSE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"RT @RocioMChef4: Mañana repesca en @MasterChef_es. Qué miran los compañer@s?<ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>#MasterChef #Rociera800 https://t.co/jUJlGGnAfP"	"735207959274397696"	"IvanGarciaCale1"	2016-05-24 20:36:51	NA	NA	FALSE	0	FALSE	4	TRUE	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	NA	NA
"We don't seem to have a Ben yay! On the plate #masterchef"	"735207727279013889"	"Goldishocks"	2016-05-24 20:35:56	NA	NA	FALSE	1	FALSE	0	FALSE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	NA	NA
